Date;Time;event_Tracer;Alt;Spd;Rpm;Tk;Tk Friction;Odo;FuelAvg;BoostP;ExhaustP;AdmTemp;Regen Status;NoxIn;NoxOut;DOC In;DOC out;DPF out;SCR out;DpfMaxTemp;UrLv;UrTemp;UrQlty;SootLoad;Acl Pos;Eng.Temp;Amb.Temp;Seq
18/11/24 ; 19:07:41;(FW_RXOK);;;;;;;;;;;;;;;;;;;;;;;;;;15137
18/11/24 ; 19:07:44;(FW_UPDATE:14,8)(RESET:0A)(ENGINE_ON)(DM1 EMPTY);;50,5;1863;85;;57283500;;;230,68;;;-7,1;;;;;;;;;;;100;;33,06;15138
18/11/24 ; 19:07:49;;;51,5;1911;84;13;57283625;5,00;148;227,00;53;131;-200,0;;;;331,68;0,00;356,87;;;31,7;;100;90;;
18/11/24 ; 19:07:54;;;53,3;2005;82;14;57283625;5,00;;243,93;;;1256,0;;;;;0,00;;;;;;100;;32,96;
18/11/24 ; 19:07:59;;;62,0;2240;79;14;57283750;5,00;;251,99;;;1300,9;;;;345,37;;;;;31,7;;100;;32,62;
18/11/24 ; 19:08:01;;622,3;62,0;2380;77;15;57283750;5,00;;251,99;;;1361,3;;;;;0,00;;;;;;100;;32,62;
18/11/24 ; 19:08:06;;611,5;73,2;2039;82;13;57283875;5,00;;226,59;;131;1481,5;;;;360,18;;378,87;100,0;30;31,7;;100;;;
18/11/24 ; 19:08:11;;604,6;87,1;1869;86;13;57284000;5,00;94;249,06;55;131;239,2;;;;368,37;0,00;384,78;100,0;30;31,7;;100;;;
18/11/24 ; 19:08:16;;595,5;99,6;2178;79;14;57284125;5,00;;251,99;;;1211,2;;;;;0,00;;;;;;80;;32,50;
18/11/24 ; 19:08:21;;583,7;110,6;2338;3;;57284250;5,00;140;130,71;55;;732,1;;;;379,00;;389,50;100,0;30;;;0;93;32,12;
18/11/24 ; 19:08:26;;576,0;106,8;2257;0;;57284375;5,00;;251,99;;131;35,3;;;;381,09;0,00;390,28;;;31,7;;0;;;
18/11/24 ; 19:08:31;;571,2;100,5;2169;80;;57284500;5,00;136;249,50;56;;1011,3;;;;;0,00;388,37;;;;;55;;32,65;
18/11/24 ; 19:08:33;;568,0;102,0;2177;1;;57284625;5,00;10;240,40;53;131;480,6;;;;;;387,59;;;;;27;92;;
18/11/24 ; 19:08:37;;562,4;101,2;2182;27;10;57284750;5,00;;251,99;;;25,9;;;;384,00;0,00;;;;31,7;;0;;32,21;
18/11/24 ; 19:08:40;;559,7;104,5;2236;81;10;57284750;5,00;62;251,99;53;131;751,4;;;;384,78;0,00;381,59;;;31,7;;100;;;
18/11/24 ; 19:08:43;;557,3;110,0;2356;80;;57284875;5,00;;251,99;;;1002,6;;;;384,78;;;;;31,7;;99;;31,90;
18/11/24 ; 19:08:46;;551,7;113,8;2472;77;16;57285000;5,00;;251,99;;;1188,4;;;;;0,00;;;;;;100;;31,65;
18/11/24 ; 19:08:51;;550,4;114,8;2469;77;;57285125;5,00;150;251,99;53;131;1205,1;;;;385,87;;368,87;;;31,7;;100;;31,50;
18/11/24 ; 19:08:56;;556,8;108,5;2297;78;;57285250;5,00;146;251,99;55;;1335,7;-8,3;;;379,68;0,00;375,68;100,0;30;;;100;92;;
18/11/24 ; 19:09:01;;563,3;99,6;2154;23;11;57285500;5,00;50;74,50;55;;898,1;-8,3;;;;0,00;386,28;;;;;17;;31,34;
18/11/24 ; 19:09:03;;566,1;98,8;2131;81;14;57285500;5,00;50;248,06;55;131;549,3;-8,3;;;376,68;0,00;387,68;100,0;30;;;100;92;;
18/11/24 ; 19:09:06;;570,9;100,5;2143;80;14;57285625;5,00;;251,99;;;1282,2;-8,3;;;376,68;;387,68;100,0;30;31,7;;100;;31,43;
18/11/24 ; 19:09:10;;575,1;103,6;2204;79;15;57285750;5,00;150;251,99;55;;1282,0;-8,3;;;381,09;0,00;391,78;;;;;100;92;;
18/11/24 ; 19:09:15;;578,2;108,8;2331;78;15;57285875;5,00;;251,99;;;1325,0;-8,3;;;;0,00;;;;;;100;;31,46;
18/11/24 ; 19:09:20;;578,5;112,5;2434;77;15;57286000;5,00;148;251,99;56;;1304,8;-8,3;;;388,78;;398,09;;;;;76;92;30,84;
18/11/24 ; 19:09:25;;581,9;101,7;2244;0;10;57286125;5,00;;251,99;;131;40,1;-8,3;;;391,78;0,00;403,78;100,0;30;;;0;;;
18/11/24 ; 19:09:29;;581,5;100,0;2144;82;15;57286250;5,00;;251,99;;;732,2;-8,3;;;391,68;0,00;;;;31,7;;87;;31,43;
18/11/24 ; 19:09:31;;582,3;100,8;2170;73;15;57286375;5,00;140;251,99;53;;1167,4;-8,3;;;;0,00;;;;;;69;;31,43;
18/11/24 ; 19:09:34;;583,2;99,8;2151;0;10;57286375;5,00;150;182,37;53;;609,9;-8,3;;;397,78;;404,50;;;31,7;;0;91;;
18/11/24 ; 19:09:39;;584,0;86,1;1854;14;9;57286500;5,00;20;55,18;56;131;24,7;-8,3;;;;0,00;395,59;;;;;17;;;
18/11/24 ; 19:09:44;;587,7;62,5;870;15;6;57286625;5,00;;39,46;;;10,6;-8,3;;;;0,00;;;;;;0;;31,81;
18/11/24 ; 19:09:49;;591,2;46,7;1460;0;8;57286750;5,00;14;82,56;55;;33,4;-200,0;;;396,28;;388,00;100,0;30;;;0;90;;
18/11/24 ; 19:09:54;;593,3;26,7;1541;55;9;57286750;5,00;60;35,06;53;131;271,5;173,3;;;;0,00;384,78;100,0;30;;;51;;;
18/11/24 ; 19:09:59;;593,8;28,5;1640;49;11;57286750;5,00;;167,46;;;921,6;118,4;;;;0,00;;;;;;46;;31,71;15139
18/11/24 ; 19:10:04;;597,5;32,3;1896;63;14;57286875;5,00;128;247,53;51;131;925,1;117,7;;;398,18;;371,59;100,0;30;31,7;;60;89;;
18/11/24 ; 19:10:09;;599,9;37,7;2360;78;14;57286875;5,00;;251,99;;;1237,6;77,2;;;;0,00;;;;;;99;;32,12;
18/11/24 ; 19:10:14;;600,8;43,1;1545;86;12;57287000;5,00;;220,75;;;1148,6;64,3;;;389,68;;;;;31,7;;85;;32,25;
18/11/24 ; 19:10:19;;602,6;46,2;1705;44;11;57287000;5,00;116;152,28;53;;586,9;82,6;;;378,09;;360,18;100,0;30;31,7;;44;92;;
18/11/24 ; 19:10:24;;603,8;47,2;1743;40;;57287000;5,00;80;142,40;53;131;671,8;69,1;;;;0,00;365,59;;;;;42;;32,00;
18/11/24 ; 19:10:29;;604,5;48,5;1795;61;10;57287125;5,00;;187,25;;;844,2;61,4;;;;0,00;;;;31,7;;57;;;
18/11/24 ; 19:10:34;;604,9;54,1;2012;61;14;57287250;5,00;128;242,34;53;131;587,1;72,2;;;365,09;0,00;365,28;100,0;30;31,7;;62;89;;
18/11/24 ; 19:10:39;;606,6;55,0;2044;40;13;57287250;5,00;82;201,59;53;;688,1;54,3;;;;0,00;;;;;;48;;32,46;
18/11/24 ; 19:10:44;;607,7;53,5;1985;23;11;57287375;5,00;;79,53;;;328,9;51,3;;;364,18;0,00;;;;31,7;;38;;;
18/11/24 ; 19:10:49;;607,3;54,1;1987;1;9;57287375;5,00;4;45,43;54;131;225,1;44,4;;;362,18;;;;;31,7;;12;91;;
18/11/24 ; 19:10:54;;604,0;54,5;2042;0;10;57287500;5,00;;196,90;;131;492,0;43,0;;;;0,00;340,59;;;;;0;;32,43;
18/11/24 ; 19:10:59;;601,2;51,0;1866;14;23;57287625;5,00;;36,00;;;19,8;42,4;;;;0,00;;;;31,7;;26;;32,53;
18/11/24 ; 19:11:04;;598,2;52,5;1934;0;10;57287625;5,00;50;69,93;53;131;351,4;26,0;;;357,00;;331,87;100,0;30;31,7;;1;89;;
18/11/24 ; 19:11:09;;597,9;54,0;1984;42;12;57287750;5,00;70;221,62;51;131;495,2;17,2;;;;0,00;324,37;;;;;55;;;
18/11/24 ; 19:11:14;;598,7;51,2;1896;43;10;57287750;5,00;;151,75;;;434,1;23,5;;;;0,00;;;;;;46;;32,31;
18/11/24 ; 19:11:19;;601,4;50,5;1868;38;11;57287875;5,00;74;156,96;51;131;584,9;19,6;;;347,78;;317,00;100,0;30;31,7;;47;91;;
18/11/24 ; 19:11:24;;602,3;52,3;1946;52;;57287875;5,00;116;205,21;50;131;802,1;17,2;;;;0,00;309,28;;;;;46;91;;
18/11/24 ; 19:11:29;;604,3;52,3;1935;49;12;57288000;5,00;;188,46;;;701,1;19,7;;;;0,00;;;;;;51;;32,28;
18/11/24 ; 19:11:34;;607,0;54,0;1985;53;14;57288125;5,00;142;246,87;51;;1007,3;17,0;;;324,28;;303,78;;;31,7;;55;89;;
18/11/24 ; 19:11:39;;609,9;52,6;1951;62;13;57288125;5,00;140;243,93;52;;957,4;15,8;;;;0,00;304,28;;;;;61;;32,15;
18/11/24 ; 19:11:44;;615,2;53,6;1978;75;14;57288250;5,00;;238,71;;;1208,3;18,4;;;314,09;0,00;;;;31,7;;70;;;
18/11/24 ; 19:11:49;;620,5;51,5;1928;39;;57288375;5,00;148;183,06;53;131;993,8;17,5;;;309,18;;311,09;;;31,7;;39;93;;
18/11/24 ; 19:11:54;;623,9;40,5;1502;47;11;57288375;5,00;18;59,81;54;131;360,6;32,7;;;;0,00;321,37;;;;;34;;;
18/11/24 ; 19:11:59;;624,8;36,3;1350;36;8;57288375;5,00;;92,87;;;1043,3;24,7;;;;0,00;;;;;;36;;32,40;
18/11/24 ; 19:12:04;;628,1;30,7;1136;60;;57288500;5,00;52;78,31;53;131;831,4;13,1;;;309,37;;330,68;100,0;30;31,7;;54;89;;
18/11/24 ; 19:12:09;;631,1;26,0;1623;60;8;57288500;5,00;58;24,28;53;131;472,1;32,8;;;;0,00;332,28;100,0;30;;;13;;;
18/11/24 ; 19:12:14;;631,4;28,8;1655;58;;57288500;5,00;;166,50;;;839,7;16,3;;;;0,00;;;;;;52;;32,43;
18/11/24 ; 19:12:19;;629,1;30,2;1761;55;12;57288625;5,00;144;193,78;52;131;955,9;8,5;;;320,59;;333,78;100,0;30;;;52;;;
18/11/24 ; 19:12:24;;630,4;30,5;1739;49;12;57288625;5,00;100;171,46;52;;789,1;11,0;;;;0,00;;;;;;47;;32,40;
18/11/24 ; 19:12:29;;636,7;30,3;1725;60;12;57288625;5,00;;208,81;;;909,2;9,5;;;;;;;;31,7;;57;;32,12;
18/11/24 ; 19:12:34;;642,8;31,3;1801;58;;57288750;5,00;120;210,75;53;131;940,6;9,5;;;332,78;;335,50;100,0;30;;;55;91;;15140
18/11/24 ; 19:12:39;;647,8;30,2;1749;40;10;57288750;5,00;84;150,03;53;131;758,8;11,0;;;;0,00;332,28;100,0;30;;;48;;32,12;15141
18/11/24 ; 19:12:44;;650,5;28,0;1618;59;11;57288750;5,00;;168,62;;;828,0;12,3;;;335,28;;;;;31,7;;52;;32,21;
18/11/24 ; 19:12:49;;654,2;29,5;1694;67;12;57288875;5,00;106;187,93;53;;951,9;7,9;;;335,50;0,00;329,00;;;;;58;90;;
18/11/24 ; 19:12:53;;657,0;31,5;1816;52;12;57288875;5,00;;199,65;;;910,7;10,0;;;;0,00;;;;;;50;;32,25;
18/11/24 ; 19:12:58;;657,8;32,6;1894;69;14;57288875;5,00;;245,71;;;917,0;9,1;;;334,28;;;;;31,7;;63;;32,34;
18/11/24 ; 19:13:02;;660,8;40,8;2296;77;15;57289000;5,00;144;91,18;55;;1202,3;8,7;;;;0,00;328,50;;;;;100;91;;
18/11/24 ; 19:13:05;;661,8;38,5;1435;70;8;57289000;5,00;32;144,90;55;131;335,5;38,6;;;331,37;;329,50;100,0;30;31,7;;100;91;;
18/11/24 ; 19:13:10;;662,0;47,2;1730;86;12;57289000;5,00;;215,62;;131;1387,7;14,3;;;330,09;0,00;334,37;;;31,7;;82;;;
18/11/24 ; 19:13:15;;662,9;47,7;1755;33;;57289125;5,00;;84,68;;;578,4;17,0;;;;0,00;;;;31,7;;38;;32,50;
18/11/24 ; 19:13:20;;663,7;37,6;1411;21;7;57289250;5,00;4;48,28;56;131;133,4;26,9;;;330,09;;346,68;100,0;30;31,7;;27;92;;
18/11/24 ; 19:13:25;;664,9;36,5;1308;72;9;57289250;5,00;110;128,75;56;131;1176,1;8,8;;;330,87;0,00;352,28;100,0;30;;;64;91;;
18/11/24 ; 19:13:30;;666,7;36,8;1348;51;9;57289250;5,00;;105,84;;;961,2;17,5;;;;0,00;;;;;;43;;32,53;
18/11/24 ; 19:13:35;(IP_UPDATE);668,5;26,7;985;49;6;57289375;5,00;0;37,34;54;131;337,6;24,7;;;334,50;;351,68;100,0;30;31,7;;72;91;;
18/11/24 ; 19:13:40;;671,7;27,0;1541;62;11;57289375;5,00;;173,25;;131;964,1;14,5;;;;0,00;348,68;;;;;52;;32,53;
18/11/24 ; 19:13:45;;674,5;29,5;1687;47;11;57289375;5,00;;152,40;;;583,9;12,5;;;;;;;;31,7;;46;;32,43;
18/11/24 ; 19:13:50;;676,4;31,0;1754;43;11;57289500;5,00;144;176,87;54;131;600,1;20,3;;;346,50;;350,59;;;31,7;;54;;;
18/11/24 ; 19:13:55;;679,5;30,1;1736;56;11;57289500;5,00;104;168,56;54;131;794,3;10,4;;;;0,00;350,68;;;;;52;90;;
18/11/24 ; 19:14:00;;682,2;31,6;1823;60;12;57289500;5,00;;204,34;;;938,6;8,5;;;;0,00;;;;31,7;;53;;33,25;
18/11/24 ; 19:14:05;;684,2;33,5;1927;53;13;57289625;5,00;120;208,34;54;;750,3;12,6;;;351,00;;344,28;;;31,7;;54;90;;
18/11/24 ; 19:14:10;;684,3;35,3;2026;42;13;57289625;5,00;104;213,25;54;131;642,9;13,5;;;;0,00;338,68;100,0;30;;;51;;33,18;
18/11/24 ; 19:14:15;;685,0;37,1;1941;0;8;57289625;5,00;;250,93;;;1062,7;2,3;;;;0,00;;;;;;0;;33,09;
18/11/24 ; 19:14:20;;685,2;39,0;1523;78;11;57289750;5,00;132;203,37;55;;1159,3;17,5;;;345,37;0,00;331,09;100,0;30;;;64;90;;
18/11/24 ; 19:14:24;;686,9;43,0;1621;52;11;57289750;5,00;;162,90;;;1129,0;19,1;;;;0,00;;;;;;47;;33,09;
18/11/24 ; 19:14:28;;689,6;45,2;1672;45;11;57289875;5,00;122;151,93;54;;711,0;24,0;;;341,18;;329,00;100,0;30;31,7;;44;91;;
18/11/24 ; 19:14:31;;690,5;44,1;1628;24;9;57289875;5,00;;79,46;;;302,4;26,5;;;;0,00;;;;31,7;;31;;32,90;
18/11/24 ; 19:14:34;;688,9;43,5;1610;22;8;57289875;5,00;28;75,00;55;131;465,9;23,9;;;;0,00;334,09;;;;;28;;;
18/11/24 ; 19:14:37;;688,8;41,7;1521;0;;57289875;5,00;28;251,99;55;131;30,5;25,5;;;336,37;;334,09;;;31,7;;4;;33,12;
18/11/24 ; 19:14:41;;688,8;44,7;1641;43;7;57290000;5,00;94;151,37;55;131;577,9;1,1;;;;0,00;336,18;100,0;30;;;45;;33,15;
18/11/24 ; 19:14:46;;687,1;55,0;1501;28;8;57290000;5,00;;89,28;;;463,4;6,9;;;333,37;0,00;;;;31,7;;30;;33,00;
18/11/24 ; 19:14:51;;682,5;62,0;1707;0;8;57290125;5,00;8;41,68;53;131;198,6;19,2;;;331,59;0,00;334,37;;;;;16;89;;
18/11/24 ; 19:14:56;;676,2;67,6;1866;0;21;57290250;5,00;6;251,99;54;;5,7;9,7;;;330,59;0,00;330,00;;;;;0;89;33,06;
18/11/24 ; 19:15:01;;671,6;67,3;1858;0;22;57290375;5,00;;251,99;;;4,1;12,7;;;;0,00;;;;;;0;;33,15;15142
18/11/24 ; 19:15:06;;669,8;63,0;1763;10;8;57290375;5,00;2;251,99;57;;87,1;10,3;;;329,59;;325,09;;;;;24;89;;
18/11/24 ; 19:15:11;;667,3;60,8;1684;13;8;57290500;5,00;0;47,90;55;131;204,5;12,1;;;330,09;0,00;321,87;100,0;30;;;24;;33,12;
18/11/24 ; 19:15:16;;666,8;59,5;1644;19;8;57290500;5,00;;64,68;;;364,8;11,2;;;;0,00;;;;;;26;;33,09;
18/11/24 ; 19:15:21;;664,4;59,6;1654;9;8;57290625;5,00;0;36,09;54;;179,0;12,6;;;331,00;;316,18;100,0;30;;;21;91;33,15;
18/11/24 ; 19:15:26;;660,8;61,0;1685;1;;57290750;5,00;0;37,62;55;;162,5;11,1;;;330,68;0,00;309,78;100,0;30;;;16;89;;
18/11/24 ; 19:15:31;;655,6;63,2;1757;7;;57290875;5,00;;47,78;;;103,4;8,8;;;;0,00;;;;;;22;;33,03;
18/11/24 ; 19:15:36;;656,9;60,2;1693;29;;57290875;5,00;0;96,84;54;;261,9;7,5;;;329,78;;302,50;;;;;40;;32,96;
18/11/24 ; 19:15:41;;658,7;57,2;1588;60;10;57291000;5,00;104;171,71;51;131;864,9;3,2;;;327,50;0,00;298,09;;;31,7;;52;;;
18/11/24 ; 19:15:46;;663,5;50,5;870;17;10;57291125;5,00;;21,65;;;485,2;16,3;;;;0,00;;;;;;0;;32,65;
18/11/24 ; 19:15:51;;667,1;31,2;858;17;;57291125;5,00;8;18,96;51;131;302,4;16,2;;;321,87;;292,68;100,0;30;31,7;;0;91;;
18/11/24 ; 19:15:56;;669,0;0,3;848;17;6;57291125;5,00;6;18,40;53;131;310,7;13,3;;;318,78;0,00;289,68;100,0;30;31,7;;0;;;
18/11/24 ; 19:16:01;;669,4;0,0;852;17;6;57291125;5,00;;18,40;;;329,1;10,8;;;;0,00;;;;;;0;;;
18/11/24 ; 19:16:06;;670,1;0,0;847;18;;57291125;5,00;;20,12;;131;329,1;11,2;;;314,68;;286,78;;;31,7;;0;;;
18/11/24 ; 19:16:11;;670,7;0,0;851;17;6;57291125;5,00;6;17,43;54;131;328,7;10,1;;;311,37;0,00;285,50;;;31,7;;0;89;;
18/11/24 ; 19:16:16;;671,1;0,0;848;17;6;57291125;5,00;;18,71;;;326,6;8,7;;;;0,00;;;;;;0;;33,12;
18/11/24 ; 19:16:21;;671,1;0,0;847;18;6;57291125;5,00;6;19,28;54;131;324,4;9,7;;;308,00;;284,87;100,0;30;31,7;;0;;33,18;
18/11/24 ; 19:16:26;;671,0;0,0;857;17;6;57291125;5,00;6;18,93;55;;333,7;9,2;;;305,18;0,00;284,68;;;;;0;;;
18/11/24 ; 19:16:31;;671,0;0,0;846;18;6;57291125;5,00;6;17,40;56;;296,1;9,1;;;;0,00;;;;;;0;;33,37;
18/11/24 ; 19:16:36;;672,0;0,0;849;17;;57291125;5,00;6;17,18;56;131;290,6;9,1;;;301,78;;283,68;;;31,7;;0;;33,43;
18/11/24 ; 19:16:41;;672,8;0,0;850;17;6;57291125;5,00;;17,46;;131;292,8;8,1;;;299,28;0,00;281,87;;;;;0;;;
18/11/24 ; 19:16:46;;672,7;0,0;852;17;;57291125;5,00;6;18,84;57;;292,6;8,7;;;;0,00;;;;;;0;;33,46;
18/11/24 ; 19:16:51;;672,6;0,0;824;20;6;57291125;5,00;;18,87;;131;295,4;8,1;;;296,59;;278,78;100,0;30;31,7;;26;;;
18/11/24 ; 19:16:56;;672,7;4,5;1147;36;8;57291125;5,00;30;47,43;55;;724,4;5,8;;;294,09;0,00;275,50;100,0;30;;;30;90;;
18/11/24 ; 19:17:01;;673,3;12,0;2039;14;10;57291125;5,00;;112,40;;;509,3;3,2;;;;0,00;;;;;;32;;33,56;
18/11/24 ; 19:17:05;;674,0;13,0;2129;47;13;57291125;5,00;54;211,21;53;;634,8;-2,6;;;290,18;;270,28;100,0;30;31,7;;54;91;;
18/11/24 ; 19:17:07;;674,6;13,2;1645;0;13;57291125;5,00;;51,00;;;241,2;-2,6;;;290,18;0,00;;;;31,7;;0;;33,59;
18/11/24 ; 19:17:09;;675,3;10,6;858;16;;57291250;5,00;10;19,59;53;;48,9;14,5;;;;0,00;267,68;100,0;30;;;0;92;33,59;
18/11/24 ; 19:17:14;;676,1;4,5;1204;39;6;57291250;5,00;;109,93;;;300,1;10,0;;;;0,00;;;;;;97;;33,87;
18/11/24 ; 19:17:19;;676,1;21,5;2019;55;18;57291250;5,00;24;215,18;54;131;754,0;-10,9;;;282,59;;266,59;;;;;57;92;;
18/11/24 ; 19:17:22;;677,2;23,8;2207;52;15;57291250;5,00;;251,99;;;683,4;-1,1;;;;0,00;;;;;;57;;34,12;
18/11/24 ; 19:17:24;;677,7;23,5;2223;45;15;57291250;5,00;108;231,65;52;131;543,2;0,5;;;;0,00;268,50;100,0;30;;;56;;;
18/11/24 ; 19:17:27;;678,8;23,1;2117;60;15;57291250;5,00;108;251,99;52;131;639,6;0,0;;;277,28;;268,50;100,0;30;31,7;;60;;34,28;
18/11/24 ; 19:17:29;;680,1;23,5;2175;60;15;57291250;5,00;;251,99;;;716,3;0,0;;;;0,00;;;;;;68;;34,28;
18/11/24 ; 19:17:34;;681,1;22,2;2073;60;15;57291375;5,00;128;251,99;53;131;755,0;3,2;;;272,87;;273,28;;;31,7;;63;90;;15143
18/11/24 ; 19:17:39;;686,4;22,8;2187;62;15;57291375;5,00;132;251,99;54;;851,8;5,3;;;;0,00;;;;;;65;;33,78;
18/11/24 ; 19:17:44;;689,4;22,0;2139;55;;57291375;5,00;;234,21;;;828,8;4,2;;;;;;;;31,7;;54;;33,43;
18/11/24 ; 19:17:49;;692,2;23,6;2210;43;14;57291375;5,00;110;219,43;57;;654,9;6,7;;;277,18;;287,00;;;;;52;90;;
18/11/24 ; 19:17:54;;694,2;23,5;1567;0;7;57291500;5,00;;101,21;;;170,9;5,2;;;;0,00;;;;;;2;;33,18;
18/11/24 ; 19:17:59;;692,9;28,0;1595;0;7;57291500;5,00;;145,93;;;291,5;12,7;;;280,50;;;;;31,7;;0;;33,43;
18/11/24 ; 19:18:04;;690,0;28,6;1719;0;21;57291500;5,00;8;251,99;59;131;39,0;8,8;;;281,50;;287,68;100,0;30;;;0;91;;
18/11/24 ; 19:18:09;;686,9;30,0;1777;0;21;57291500;5,00;;251,99;;;4,9;8,3;;;;0,00;;;;;;10;;;
18/11/24 ; 19:18:13;;684,8;31,1;1775;0;22;57291625;5,00;2;251,99;59;131;11,8;6,3;;;282,50;;286,09;99,6;30;31,7;;1;91;33,59;
18/11/24 ; 19:18:18;;683,9;28,5;1634;13;8;57291625;5,00;0;38,12;58;;145,5;7,8;;;284,18;0,00;283,37;99,6;30;;;17;89;;
18/11/24 ; 19:18:23;;681,8;29,5;1729;39;10;57291625;5,00;;136,28;;;380,4;1,6;;;;0,00;;;;;;41;;33,50;
18/11/24 ; 19:18:28;;681,2;31,5;1816;22;9;57291750;5,00;;85,18;;131;390,3;4,6;;;287,00;;;99,6;30;31,7;;29;;33,12;
18/11/24 ; 19:18:33;;681,0;29,5;1811;0;8;57291750;5,00;0;222,50;55;131;112,5;6,5;;;287,87;;273,68;;;31,7;;0;90;;
18/11/24 ; 19:18:38;;680,1;28,3;1616;18;8;57291750;5,00;;49,18;;;176,8;4,9;;;;0,00;;;;;;25;;33,18;
18/11/24 ; 19:18:43;;678,7;29,1;1662;26;9;57291875;5,00;;83,81;;;337,9;3,1;;;287,09;;;;;31,7;;32;;33,09;
18/11/24 ; 19:18:48;;679,4;31,0;1783;47;11;57291875;5,00;94;181,81;53;;665,9;-2,6;;;;;267,37;99,6;30;;;48;90;;
18/11/24 ; 19:18:53;;682,3;31,1;1789;57;;57291875;5,00;;184,68;;;835,1;-2,1;;;;0,00;;;;;;50;;32,71;
18/11/24 ; 19:18:58;;685,4;30,0;1689;50;;57292000;5,00;;164,40;;;928,4;-1,1;;;280,37;;;;;31,7;;49;;32,40;
18/11/24 ; 19:19:02;;686,1;29,8;1778;30;9;57292000;5,00;70;129,59;53;131;592,1;5,2;;;;0,00;266,37;;;;;36;;;
18/11/24 ; 19:19:07;;685,3;31,0;1772;11;8;57292000;5,00;;56,53;;;164,5;9,5;;;273,78;0,00;;;;31,7;;25;;;
18/11/24 ; 19:19:12;;683,9;31,1;1760;4;;57292125;5,00;0;36,65;55;;144,1;8,0;;;271,00;;270,00;99,6;30;;;21;90;32,65;
18/11/24 ; 19:19:17;;681,3;31,3;1783;0;10;57292125;5,00;2;95,43;55;131;19,1;6,0;;;;0,00;272,09;;;;;0;89;;
18/11/24 ; 19:19:22;;677,9;28,1;1302;0;21;57292125;5,00;;199,00;;;2,0;6,7;;;;0,00;;;;31,7;;0;;;
18/11/24 ; 19:19:27;;676,1;27,0;1573;29;8;57292250;5,00;;86,96;;;686,6;-15,1;;;267,37;;272,37;;;31,7;;35;89;;
18/11/24 ; 19:19:32;;672,7;31,6;1824;0;20;57292250;5,00;0;251,99;52;131;18,3;8,8;;;;0,00;270,50;;;;;0;;;
18/11/24 ; 19:19:36;;670,4;28,3;1609;0;21;57292250;5,00;;251,99;;;3,7;5,9;;;266,68;0,00;;;;;;0;;32,71;
18/11/24 ; 19:19:41;;668,1;23,8;1331;0;18;57292375;5,00;0;251,99;55;131;1,6;3,5;;;266,59;0,00;266,28;99,6;30;31,7;;0;;;
18/11/24 ; 19:19:44;;666,7;21,0;1194;0;18;57292375;5,00;;26,65;;;7,8;1,0;;;;0,00;;;;;;0;;32,71;
18/11/24 ; 19:19:48;;663,7;18,6;1127;37;6;57292375;5,00;0;43,56;55;131;362,2;-0,5;;;266,78;;262,00;99,6;30;;;31;;;
18/11/24 ; 19:19:50;;663,7;24,0;1347;41;8;57292375;5,00;;74,65;;131;741,9;-8,2;;;266,78;;;99,6;30;;;38;;32,62;
18/11/24 ; 19:19:55;;664,8;27,2;1559;42;9;57292375;5,00;62;112,00;52;;707,1;4,8;;;268,37;;258,50;;;;;40;89;;
18/11/24 ; 19:20:00;;667,2;26,7;1570;47;;57292500;5,00;96;108,78;51;;667,2;1,6;;;;0,00;;;;;;40;;;
18/11/24 ; 19:20:05;;670,1;30,2;1748;58;12;57292500;5,00;;182,37;;;953,1;-1,1;;;268,78;;254,59;;;31,7;;54;;32,09;15144
18/11/24 ; 19:20:10;;672,7;28,7;1704;50;11;57292500;5,00;92;150,37;50;131;819,7;0,0;;;265,87;;256,87;;;31,7;;45;;;
18/11/24 ; 19:20:15;;674,2;24,1;1388;58;;57292500;5,00;70;89,78;52;131;419,9;7,2;;;;0,00;262,18;;;;;46;;32,03;
18/11/24 ; 19:20:20;;676,9;26,3;1487;52;9;57292625;5,00;;161,18;;;931,5;3,8;;;262,59;;;;;31,7;;54;;32,06;
18/11/24 ; 19:20:25;;677,0;27,3;1629;62;10;57292625;5,00;102;201,59;51;131;884,2;-2,1;;;260,59;;268,37;99,6;30;;;55;;;
18/11/24 ; 19:20:30;;676,0;27,5;1552;60;10;57292625;5,00;;163,03;;;968,6;1,6;;;;0,00;;;;;;53;;;
18/11/24 ; 19:20:35;;682,9;28,6;1627;75;13;57292750;5,00;;210,81;;131;1265,2;2,7;;;262,68;;275,18;;;;;66;;31,75;
18/11/24 ; 19:20:40;;689,0;29,7;1709;67;13;57292750;5,00;136;216,46;52;;1133,6;11,8;;;267,09;0,00;284,37;99,6;30;;;59;89;;
18/11/24 ; 19:20:45;;694,4;27,7;1608;71;12;57292750;5,00;126;186,75;54;131;1076,3;9,1;;;;0,00;;;;;;59;;31,53;
18/11/24 ; 19:20:50;;697,7;26,0;1501;52;11;57292875;5,00;;132,50;;131;1094,8;9,5;;;275,68;;295,37;;;31,7;;45;93;31,59;
18/11/24 ; 19:20:55;;700,0;22,7;1354;64;9;57292875;5,00;80;105,12;55;131;1197,8;6,5;;;281,09;0,00;302,87;99,6;30;31,7;;46;;;
18/11/24 ; 19:21:00;;705,4;23,8;1358;51;8;57292875;5,00;;102,68;;;1050,4;7,0;;;;0,00;;;;;;42;;31,68;
18/11/24 ; 19:21:05;;705,9;25,1;1443;29;;57292875;5,00;54;77,71;54;131;695,0;7,3;;;288,00;;307,37;99,6;30;31,7;;30;90;;
